-0.31603462;-0.19153613;9.701305
-0.641646;-0.16280572;9.471462
-0.6607997;0.12449849;9.097966
-0.5267244;0.41180268;8.896853
-0.32561144;0.40222588;8.973468
-0.31603462;0.22026655;8.829816
-0.50757074;0.06703765;8.456321
-0.46926352;0.047884032;7.9583263
-0.29688102;0.02873042;7.5848308
-0.19153613;-0.16280572;7.3166804
-0.15322891;-0.2777274;7.2783732
-0.38307226;-0.45010993;6.5505357
-0.58418524;-0.7182605;5.410896
-0.5267244;-0.8523358;5.410896
-0.41180268;-0.7565677;6.493075
-0.9672575;-0.60333884;7.795521
-1.7429788;0.16280572;8.494628
-1.9057846;0.38307226;8.944737
-0.7565677;0.17238252;11.051635
-0.29688102;1.2354081;15.035586
-0.60333884;2.1068976;17.286137
-0.94810385;1.2258313;18.416199
-0.18195933;0.9768343;18.981232
0.20111294;1.4077905;19.258959
-1.292869;1.7429788;19.40261
-2.6240451;0.61291564;19.469648
-2.4899697;-2.1452048;19.507956
-0.92895025;-4.232949;19.52711
-0.93852705;-5.0661306;19.536686
-2.5953147;-5.631162;19.536686
-3.916914;-6.703765;19.469648
-4.2042184;-7.517793;18.090588
-3.8594532;-7.9391727;16.529568
-3.2465374;-8.236053;12.133814
-4.3861775;-8.628703;8.552089
-5.056554;-7.28795;5.0278234
-4.309563;-6.38773;2.566584
-2.7102363;-5.363012;1.7429788
-2.2409728;-4.309563;-0.24899697
-2.5761611;-2.930503;-3.169923
-2.5187001;-1.5897499;-5.2959743
-1.484405;-1.2449849;-5.142745
-0.1340753;-0.019153614;-3.9456444
0.46926352;1.685518;-4.213795
1.1779473;2.633622;-5.4300494
2.3558946;3.0933087;-5.305551
2.7389667;3.5338416;-5.209783
1.9249382;4.759673;-6.4739213
0.90021986;6.090849;-7.833828
1.0534488;6.167464;-8.925584
2.1452048;5.535394;-9.203311
3.763685;4.9799395;-8.734048
4.606444;3.9839516;-7.9966335
4.146757;3.4093432;-6.9048777
2.6431987;3.2082303;-6.5026517
0.6703765;2.432509;-6.943185
-0.5746084;1.4269443;-6.3302693
-1.0726024;0.02873042;-4.9224787
-1.2258313;-1.8004397;-3.4955344
-1.091756;-3.763685;-1.6089035
-1.484405;-4.8362875;0.6703765
-3.2465374;-5.1235914;2.336741
-5.171476;-5.8322754;3.1507695
-5.592855;-7.1730285;4.367024
-5.5162406;-8.63828;5.9567738
-5.506664;-9.11712;8.025364
-5.267244;-9.126697;10.6398325
-5.161899;-9.80665;11.405977
-5.5258174;-11.109096;10.888829
-5.257667;-11.032481;12.689269
-4.807557;-10.67814;15.409082
-4.807557;-11.473015;16.539145
-4.55856;-12.459426;16.960526
-4.6160207;-12.373235;18.042704
-4.912902;-11.348516;18.684351
-4.0318356;-9.653421;19.115307
-2.7868507;-8.63828;19.325996
-2.7964275;-7.785944;19.431341
-2.834735;-6.3781533;19.488802
-2.1068976;-4.6830587;19.517532
-1.1204864;-3.4476504;19.52711
-0.545878;-2.5953147;19.536686
-0.58418524;-2.0207062;19.536686
-0.8714894;-1.7908629;19.536686
-1.2449849;-1.7908629;19.536686
-1.8291701;-2.3080103;19.536686
-1.8100165;-2.777274;19.335573
-1.6663644;-3.083732;18.971655
-1.7717092;-3.667917;18.550274
-2.336741;-4.6926355;17.927782
-3.1507695;-5.947197;16.548721
-3.7924154;-6.6846113;15.131354
-4.156334;-7.4124484;13.694834
-4.2042184;-8.169016;11.990162
-3.7253778;-8.331821;10.0269165
-3.2082303;-7.9391727;7.4028716
-2.825158;-7.335834;4.31914
-2.7964275;-6.751649;1.5897499
-2.5378537;-6.0525417;0.7661445
-1.4939818;-5.3247046;0.7182605
-0.9959879;-4.223372;1.0630256
-1.388637;-1.8579005;1.6950948
-0.9672575;-1.3982137;2.2409728
0.23942018;-1.292869;3.466804
1.0726024;-1.3694834;5.046977
0.4213795;-1.1204864;5.861006
-0.7182605;0.21068975;6.205771
-0.82360536;0.641646;5.8226986
-0.095768064;-0.076614454;6.3685765
0.5554548;0.39264908;7.1826053
0.545878;1.1204864;7.393295
0.4309563;1.7525556;7.2687964
0.7469909;1.5897499;7.5561004
1.3599066;1.1204864;8.39886
1.5993267;1.2737153;8.762778
1.0055647;1.4173675;8.8777
0.29688102;2.0590134;9.030929
0.29688102;1.9728222;9.11712
1.1587936;1.4748282;9.969456
1.1875241;1.340753;9.787497
0.5267244;1.7142484;9.260772
0.12449849;2.1739352;9.097966
0.58418524;1.9728222;9.3661175
0.9576807;1.4556746;9.931149
0.8331822;1.3694834;9.768343
0.34476504;1.7908629;9.433155
0.23942018;1.8866309;8.8777
0.7469909;1.6663644;8.90643
1.1875241;1.283292;9.346964
1.0055647;1.5035586;9.289502
0.5267244;2.0494366;9.203311
0.4405331;2.1643584;9.11712
0.6991069;1.541866;9.3182335
1.0726024;0.91937345;9.289502
0.7565677;1.091756;8.963891
0.5650316;1.7908629;9.557653
0.61291564;1.6280571;9.844957
